cell_index,policy,replication,faults,fleet_size,sync_interval_minutes,updates_per_display_day,conflict_bias,high_risk_update_share,connectivity,online_probability,mean_outage_ticks,server_errors,conflicts,high_risk_conflicts,silent_overwrites,high_risk_silent_overwrites,manual_reviews,high_risk_manual_reviews,merges,accepted,duplicates_suppressed,stale_rejected,sync_requests,bytes_in,bytes_out,events_total,I1,I2,I3,I4,I5
3,display_preferred,11,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,866,82674,161892,6,1,1,1,1,1
3,manual_review_all,11,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,866,82674,161892,6,1,1,1,1,1
3,domain_aware,11,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,866,82674,161887,6,1,1,1,1,1
3,version_vector_causal,11,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,866,82674,161896,6,1,1,1,1,1
3,version_vector_cloud_wins,11,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,866,82674,161900,6,1,1,1,1,1
3,version_vector_display_wins,11,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,866,82674,161902,6,1,1,1,1,1
3,version_vector_random,11,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,866,82674,161896,6,1,1,1,1,1
3,crdt_field_merge,11,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,866,82674,161891,6,1,1,1,1,1
3,last_write_wins,12,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,840,81382,161145,6,1,1,1,1,1
3,cloud_preferred,12,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,840,81382,161145,6,1,1,1,1,1
3,display_preferred,12,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,840,81382,161147,6,1,1,1,1,1
3,manual_review_all,12,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,840,81382,161147,6,1,1,1,1,1
3,domain_aware,12,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,840,81382,161142,6,1,1,1,1,1
3,version_vector_causal,12,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,840,81382,161151,6,1,1,1,1,1
3,version_vector_cloud_wins,12,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,840,81382,161155,6,1,1,1,1,1
3,version_vector_display_wins,12,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,840,81382,161157,6,1,1,1,1,1
3,version_vector_random,12,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,840,81382,161151,6,1,1,1,1,1
3,crdt_field_merge,12,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,840,81382,161146,6,1,1,1,1,1
3,last_write_wins,13,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,853,82023,161276,6,1,1,1,1,1
3,cloud_preferred,13,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,853,82023,161276,6,1,1,1,1,1
