scenario_cells,scenario_cells_with_manual_reviews_under_review_all,scenario_cells_with_silent_overwrites_under_lww,domain_aware_zero_high_risk_silent_overwrite_cells,domain_aware_not_more_manual_review_cells,manual_review_reduction_percent_min,manual_review_reduction_percent_median,manual_review_reduction_percent_max,manual_review_reduction_percent_nonzero_median,silent_overwrite_reduction_percent_min,silent_overwrite_reduction_percent_median,silent_overwrite_reduction_percent_max,silent_overwrite_reduction_percent_nonzero_median
729,578,578,729,729,0.0,57.14,100.0,71.43,0.0,11.17,100.0,28.76
