connectivity,sync_interval_minutes,updates_per_display_day,conflict_bias,high_risk_update_share,policy,runs,events_total,conflicts,high_risk_conflicts,silent_overwrites,high_risk_silent_overwrites,manual_reviews,high_risk_manual_reviews,accepted_updates,sync_messages,local_superseded_updates,stale_entity_display_minutes,stale_ratio,end_stale_pairs
good,5,2,0.05,0.5,last_write_wins,60,16.0,0.016667,0.0,0.016667,0.0,0.0,0.0,15.866667,118.4,0.0,368.983333,0.001014,1.166667
good,5,2,0.05,0.5,manual_review_all,60,16.0,0.016667,0.0,0.0,0.0,0.016667,0.0,15.866667,118.4,0.0,368.983333,0.001014,1.166667
good,5,2,0.1,0.15,cloud_preferred,60,16.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,118.716667,0.0,372.216667,0.00102,0.816667
good,5,2,0.1,0.15,display_preferred,60,16.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,118.716667,0.0,372.216667,0.00102,0.816667
good,5,2,0.1,0.15,domain_aware,60,16.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,118.716667,0.0,372.216667,0.00102,0.816667
good,5,2,0.1,0.15,last_write_wins,60,16.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,118.716667,0.0,372.216667,0.00102,0.816667
good,5,2,0.1,0.15,manual_review_all,60,16.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,118.716667,0.0,372.216667,0.00102,0.816667
good,5,2,0.1,0.3,cloud_preferred,60,16.0,0.0,0.0,0.0,0.0,0.0,0.0,15.916667,118.95,0.016667,360.45,0.001003,0.816667
good,5,2,0.1,0.3,display_preferred,60,16.0,0.0,0.0,0.0,0.0,0.0,0.0,15.916667,118.95,0.016667,360.45,0.001003,0.816667
good,5,2,0.1,0.3,domain_aware,60,16.0,0.0,0.0,0.0,0.0,0.0,0.0,15.916667,118.95,0.016667,360.45,0.001003,0.816667
good,5,2,0.1,0.3,last_write_wins,60,16.0,0.0,0.0,0.0,0.0,0.0,0.0,15.916667,118.95,0.016667,360.45,0.001003,0.816667
good,5,2,0.1,0.3,manual_review_all,60,16.0,0.0,0.0,0.0,0.0,0.0,0.0,15.916667,118.95,0.016667,360.45,0.001003,0.816667
good,5,2,0.1,0.5,cloud_preferred,60,16.0,0.033333,0.016667,0.033333,0.016667,0.0,0.0,15.866667,118.683333,0.016667,370.033333,0.001014,0.95
good,5,2,0.1,0.5,display_preferred,60,16.0,0.033333,0.016667,0.033333,0.016667,0.0,0.0,15.9,118.8,0.016667,370.866667,0.001017,0.95
good,5,2,0.1,0.5,domain_aware,60,16.0,0.033333,0.016667,0.016667,0.0,0.016667,0.016667,15.866667,118.683333,0.016667,370.033333,0.001014,0.95
good,5,2,0.1,0.5,last_write_wins,60,16.0,0.033333,0.016667,0.033333,0.016667,0.0,0.0,15.866667,118.683333,0.016667,370.033333,0.001014,0.95
good,5,2,0.1,0.5,manual_review_all,60,16.0,0.033333,0.016667,0.0,0.0,0.033333,0.016667,15.866667,118.683333,0.016667,370.033333,0.001014,0.95
good,5,8,0.01,0.15,cloud_preferred,60,63.333333,0.216667,0.016667,0.216667,0.016667,0.0,0.0,62.616667,468.816667,0.05,1476.733333,0.004055,4.866667
good,5,8,0.01,0.15,display_preferred,60,63.333333,0.216667,0.016667,0.216667,0.016667,0.0,0.0,62.833333,470.05,0.05,1482.15,0.004068,4.866667
good,5,8,0.01,0.15,domain_aware,60,63.333333,0.216667,0.016667,0.2,0.0,0.016667,0.016667,62.75,469.333333,0.05,1478.983333,0.004061,4.866667
good,5,8,0.01,0.15,last_write_wins,60,63.333333,0.216667,0.016667,0.216667,0.016667,0.0,0.0,62.75,469.333333,0.05,1478.983333,0.004061,4.866667
good,5,8,0.01,0.15,manual_review_all,60,63.333333,0.216667,0.016667,0.0,0.0,0.216667,0.016667,62.616667,468.816667,0.05,1476.733333,0.004055,4.866667
good,5,8,0.01,0.3,cloud_preferred,60,63.333333,0.2,0.016667,0.2,0.016667,0.0,0.0,62.766667,471.566667,0.016667,1461.433333,0.004004,3.116667
good,5,8,0.01,0.3,display_preferred,60,63.333333,0.2,0.016667,0.2,0.016667,0.0,0.0,62.966667,472.383333,0.016667,1465.6,0.004014,3.116667
good,5,8,0.01,0.3,domain_aware,60,63.333333,0.2,0.016667,0.183333,0.0,0.016667,0.016667,62.8,471.683333,0.016667,1462.016667,0.004005,3.116667
good,5,8,0.01,0.3,last_write_wins,60,63.333333,0.2,0.016667,0.2,0.016667,0.0,0.0,62.816667,471.7,0.016667,1462.1,0.004006,3.116667
good,5,8,0.01,0.3,manual_review_all,60,63.333333,0.2,0.016667,0.0,0.0,0.2,0.016667,62.766667,471.566667,0.016667,1461.433333,0.004004,3.116667
good,5,8,0.01,0.5,cloud_preferred,60,63.333333,0.216667,0.116667,0.216667,0.116667,0.0,0.0,62.783333,471.383333,0.033333,1467.716667,0.003977,3.966667
good,5,8,0.01,0.5,display_preferred,60,63.333333,0.216667,0.116667,0.216667,0.116667,0.0,0.0,63.0,472.233333,0.033333,1472.966667,0.003992,3.966667
good,5,8,0.01,0.5,domain_aware,60,63.333333,0.216667,0.116667,0.1,0.0,0.116667,0.116667,62.85,471.65,0.033333,1469.133333,0.003981,3.966667
good,5,8,0.01,0.5,last_write_wins,60,63.333333,0.216667,0.116667,0.216667,0.116667,0.0,0.0,62.9,471.783333,0.033333,1470.383333,0.003986,3.966667
good,5,8,0.01,0.5,manual_review_all,60,63.333333,0.216667,0.116667,0.0,0.0,0.216667,0.116667,62.783333,471.383333,0.033333,1467.716667,0.003977,3.966667
good,5,8,0.05,0.15,cloud_preferred,60,63.333333,0.3,0.0,0.3,0.0,0.0,0.0,62.6,469.7,0.033333,1460.95,0.004006,4.516667
good,5,8,0.05,0.15,display_preferred,60,63.333333,0.3,0.0,0.3,0.0,0.0,0.0,62.9,470.916667,0.033333,1467.366667,0.00402,4.516667
good,5,8,0.05,0.15,domain_aware,60,63.333333,0.3,0.0,0.3,0.0,0.0,0.0,62.75,470.25,0.033333,1464.033333,0.004013,4.516667
good,5,8,0.05,0.15,last_write_wins,60,63.333333,0.3,0.0,0.3,0.0,0.0,0.0,62.75,470.25,0.033333,1464.033333,0.004013,4.516667
good,5,8,0.05,0.15,manual_review_all,60,63.333333,0.3,0.0,0.0,0.0,0.3,0.0,62.6,469.7,0.033333,1460.95,0.004006,4.516667
good,5,8,0.05,0.3,cloud_preferred,60,63.333333,0.316667,0.066667,0.316667,0.066667,0.0,0.0,62.516667,469.766667,0.033333,1460.7,0.003997,3.366667
good,5,8,0.05,0.3,display_preferred,60,63.333333,0.316667,0.066667,0.316667,0.066667,0.0,0.0,62.833333,471.183333,0.033333,1468.5,0.004015,3.366667
good,5,8,0.05,0.3,domain_aware,60,63.333333,0.316667,0.066667,0.25,0.0,0.066667,0.066667,62.566667,469.983333,0.033333,1461.783333,0.003999,3.366667
good,5,8,0.05,0.3,last_write_wins,60,63.333333,0.316667,0.066667,0.316667,0.066667,0.0,0.0,62.616667,470.216667,0.033333,1463.25,0.004002,3.366667
good,5,8,0.05,0.3,manual_review_all,60,63.333333,0.316667,0.066667,0.0,0.0,0.316667,0.066667,62.516667,469.766667,0.033333,1460.7,0.003997,3.366667
good,5,8,0.05,0.5,cloud_preferred,60,63.333333,0.433333,0.3,0.433333,0.3,0.0,0.0,62.516667,469.316667,0.0,1454.783333,0.003996,2.616667
good,5,8,0.05,0.5,display_preferred,60,63.333333,0.433333,0.3,0.433333,0.3,0.0,0.0,62.95,471.033333,0.0,1463.283333,0.004016,2.616667
good,5,8,0.05,0.5,domain_aware,60,63.333333,0.433333,0.3,0.133333,0.0,0.3,0.3,62.55,469.533333,0.0,1455.7,0.003998,2.616667
good,5,8,0.05,0.5,last_write_wins,60,63.333333,0.433333,0.3,0.433333,0.3,0.0,0.0,62.633333,470.0,0.0,1458.366667,0.004004,2.616667
good,5,8,0.05,0.5,manual_review_all,60,63.333333,0.433333,0.3,0.0,0.0,0.433333,0.3,62.516667,469.316667,0.0,1454.783333,0.003996,2.616667
good,5,8,0.1,0.15,cloud_preferred,60,63.333333,0.266667,0.016667,0.266667,0.016667,0.0,0.0,62.466667,468.0,0.083333,1444.516667,0.00398,4.4
good,5,8,0.1,0.15,display_preferred,60,63.333333,0.266667,0.016667,0.266667,0.016667,0.0,0.0,62.733333,468.966667,0.083333,1447.416667,0.003987,4.4
good,5,8,0.1,0.15,domain_aware,60,63.333333,0.266667,0.016667,0.25,0.0,0.016667,0.016667,62.566667,468.3,0.083333,1445.75,0.003983,4.4
good,5,8,0.1,0.15,last_write_wins,60,63.333333,0.266667,0.016667,0.266667,0.016667,0.0,0.0,62.583333,468.316667,0.083333,1445.833333,0.003983,4.4
good,5,8,0.1,0.15,manual_review_all,60,63.333333,0.266667,0.016667,0.0,0.0,0.266667,0.016667,62.466667,468.0,0.083333,1444.516667,0.00398,4.4
good,5,8,0.1,0.3,cloud_preferred,60,63.333333,0.266667,0.083333,0.266667,0.083333,0.0,0.0,62.616667,470.5,0.033333,1442.766667,0.003932,3.616667
good,5,8,0.1,0.3,display_preferred,60,63.333333,0.266667,0.083333,0.266667,0.083333,0.0,0.0,62.883333,471.6,0.033333,1448.35,0.003945,3.633333
good,5,8,0.1,0.3,domain_aware,60,63.333333,0.266667,0.083333,0.183333,0.0,0.083333,0.083333,62.666667,470.566667,0.033333,1443.183333,0.003933,3.616667
good,5,8,0.1,0.3,last_write_wins,60,63.333333,0.266667,0.083333,0.266667,0.083333,0.0,0.0,62.666667,470.566667,0.033333,1443.183333,0.003933,3.616667
good,5,8,0.1,0.3,manual_review_all,60,63.333333,0.266667,0.083333,0.0,0.0,0.266667,0.083333,62.616667,470.5,0.033333,1442.766667,0.003932,3.616667
good,5,8,0.1,0.5,cloud_preferred,60,63.333333,0.516667,0.35,0.516667,0.35,0.0,0.0,62.416667,468.566667,0.066667,1464.25,0.003976,2.5
good,5,8,0.1,0.5,display_preferred,60,63.333333,0.516667,0.35,0.516667,0.35,0.0,0.0,62.933333,470.4,0.066667,1474.75,0.003999,2.616667
good,5,8,0.1,0.5,domain_aware,60,63.333333,0.516667,0.35,0.166667,0.0,0.35,0.35,62.5,468.9,0.066667,1466.0,0.00398,2.5
good,5,8,0.1,0.5,last_write_wins,60,63.333333,0.516667,0.35,0.516667,0.35,0.0,0.0,62.6,469.183333,0.066667,1468.333333,0.003985,2.616667
good,5,8,0.1,0.5,manual_review_all,60,63.333333,0.516667,0.35,0.0,0.0,0.516667,0.35,62.416667,468.566667,0.066667,1464.25,0.003976,2.5
good,5,20,0.01,0.15,cloud_preferred,60,158.666667,1.35,0.15,1.35,0.15,0.0,0.0,156.2,1160.166667,0.1,3611.433333,0.009878,10.816667
good,5,20,0.01,0.15,display_preferred,60,158.666667,1.35,0.15,1.35,0.15,0.0,0.0,157.55,1165.65,0.1,3636.6,0.009936,10.916667
good,5,20,0.01,0.15,domain_aware,60,158.666667,1.35,0.15,1.2,0.0,0.15,0.15,156.716667,1162.083333,0.1,3619.183333,0.009896,10.816667
good,5,20,0.01,0.15,last_write_wins,60,158.666667,1.35,0.15,1.35,0.15,0.0,0.0,156.733333,1162.133333,0.1,3619.433333,0.009897,10.816667
good,5,20,0.01,0.15,manual_review_all,60,158.666667,1.35,0.15,0.0,0.0,1.35,0.15,156.2,1160.166667,0.1,3611.433333,0.009878,10.816667
good,5,20,0.01,0.3,cloud_preferred,60,158.666667,1.35,0.4,1.35,0.4,0.0,0.0,155.933333,1161.833333,0.15,3537.266667,0.009698,9.65
good,5,20,0.01,0.3,display_preferred,60,158.666667,1.35,0.4,1.35,0.4,0.0,0.0,157.283333,1167.566667,0.15,3562.466667,0.009756,9.7
good,5,20,0.01,0.3,domain_aware,60,158.666667,1.35,0.4,0.95,0.0,0.4,0.4,156.333333,1163.333333,0.15,3543.933333,0.009714,9.7
good,5,20,0.01,0.3,last_write_wins,60,158.666667,1.35,0.4,1.35,0.4,0.0,0.0,156.55,1164.233333,0.15,3547.516667,0.009721,9.7
good,5,20,0.01,0.3,manual_review_all,60,158.666667,1.35,0.4,0.0,0.0,1.35,0.4,155.933333,1161.833333,0.15,3537.266667,0.009698,9.65
good,5,20,0.01,0.5,cloud_preferred,60,158.666667,1.533333,0.9,1.533333,0.9,0.0,0.0,155.533333,1155.1,0.2,3610.0,0.00994,10.566667
good,5,20,0.01,0.5,display_preferred,60,158.666667,1.55,0.916667,1.55,0.916667,0.0,0.0,157.066667,1161.4,0.2,3642.083333,0.010017,10.583333
good,5,20,0.01,0.5,domain_aware,60,158.666667,1.533333,0.9,0.633333,0.0,0.9,0.9,155.8,1155.816667,0.2,3613.25,0.009949,10.566667
good,5,20,0.01,0.5,last_write_wins,60,158.666667,1.533333,0.9,1.533333,0.9,0.0,0.0,156.183333,1157.383333,0.2,3620.916667,0.009967,10.566667
good,5,20,0.01,0.5,manual_review_all,60,158.666667,1.533333,0.9,0.0,0.0,1.533333,0.9,155.533333,1155.1,0.2,3610.0,0.00994,10.566667
good,5,20,0.05,0.15,cloud_preferred,60,158.666667,1.666667,0.083333,1.666667,0.083333,0.0,0.0,155.883333,1157.766667,0.133333,3602.983333,0.009868,10.083333
good,5,20,0.05,0.15,display_preferred,60,158.666667,1.683333,0.083333,1.683333,0.083333,0.0,0.0,157.55,1163.466667,0.133333,3631.333333,0.009934,10.166667
good,5,20,0.05,0.15,domain_aware,60,158.666667,1.666667,0.083333,1.583333,0.0,0.083333,0.083333,156.416667,1159.7,0.133333,3612.6,0.00989,10.166667
good,5,20,0.05,0.15,last_write_wins,60,158.666667,1.666667,0.083333,1.666667,0.083333,0.0,0.0,156.433333,1159.766667,0.133333,3612.766667,0.009891,10.166667
good,5,20,0.05,0.15,manual_review_all,60,158.666667,1.666667,0.083333,0.0,0.0,1.666667,0.083333,155.883333,1157.766667,0.133333,3602.983333,0.009868,10.083333
good,5,20,0.05,0.3,cloud_preferred,60,158.666667,1.266667,0.416667,1.266667,0.416667,0.0,0.0,156.0,1162.516667,0.2,3586.05,0.009824,8.883333
good,5,20,0.05,0.3,display_preferred,60,158.666667,1.266667,0.416667,1.266667,0.416667,0.0,0.0,157.266667,1167.583333,0.2,3611.533333,0.009878,8.916667
good,5,20,0.05,0.3,domain_aware,60,158.666667,1.266667,0.416667,0.85,0.0,0.416667,0.416667,156.35,1163.866667,0.2,3592.466667,0.009837,8.916667
good,5,20,0.05,0.3,last_write_wins,60,158.666667,1.266667,0.416667,1.266667,0.416667,0.0,0.0,156.533333,1164.466667,0.2,3595.133333,0.009843,8.916667
good,5,20,0.05,0.3,manual_review_all,60,158.666667,1.266667,0.416667,0.0,0.0,1.266667,0.416667,156.0,1162.516667,0.2,3586.05,0.009824,8.883333
good,5,20,0.05,0.5,cloud_preferred,60,158.666667,1.616667,1.2,1.616667,1.2,0.0,0.0,155.7,1157.8,0.133333,3544.783333,0.00968,8.716667
good,5,20,0.05,0.5,display_preferred,60,158.666667,1.616667,1.2,1.616667,1.2,0.0,0.0,157.316667,1164.116667,0.133333,3577.15,0.009756,8.8
good,5,20,0.05,0.5,domain_aware,60,158.666667,1.616667,1.2,0.416667,0.0,1.2,1.2,155.883333,1158.3,0.133333,3547.116667,0.009685,8.716667
good,5,20,0.05,0.5,last_write_wins,60,158.666667,1.616667,1.2,1.616667,1.2,0.0,0.0,156.3,1159.45,0.133333,3553.733333,0.009701,8.8
good,5,20,0.05,0.5,manual_review_all,60,158.666667,1.616667,1.2,0.0,0.0,1.616667,1.2,155.7,1157.8,0.133333,3544.783333,0.00968,8.716667
good,5,20,0.1,0.15,cloud_preferred,60,158.666667,1.566667,0.066667,1.566667,0.066667,0.0,0.0,155.716667,1156.166667,0.25,3532.1,0.009697,10.216667
good,5,20,0.1,0.15,display_preferred,60,158.666667,1.583333,0.066667,1.583333,0.066667,0.0,0.0,157.283333,1162.566667,0.25,3563.383333,0.009766,10.266667
good,5,20,0.1,0.15,domain_aware,60,158.666667,1.566667,0.066667,1.5,0.0,0.066667,0.066667,156.333333,1158.25,0.25,3542.5,0.009721,10.266667
good,5,20,0.1,0.15,last_write_wins,60,158.666667,1.566667,0.066667,1.566667,0.066667,0.0,0.0,156.35,1158.283333,0.25,3542.666667,0.009721,10.266667
good,5,20,0.1,0.15,manual_review_all,60,158.666667,1.566667,0.066667,0.0,0.0,1.566667,0.066667,155.716667,1156.166667,0.25,3532.1,0.009697,10.216667
good,5,20,0.1,0.3,cloud_preferred,60,158.666667,1.316667,0.45,1.316667,0.45,0.0,0.0,156.233333,1165.366667,0.083333,3655.05,0.009996,8.066667
good,5,20,0.1,0.3,display_preferred,60,158.666667,1.333333,0.45,1.333333,0.45,0.0,0.0,157.55,1170.016667,0.083333,3677.85,0.010051,8.1
good,5,20,0.1,0.3,domain_aware,60,158.666667,1.316667,0.45,0.866667,0.0,0.45,0.45,156.566667,1166.616667,0.083333,3659.85,0.010008,8.066667
good,5,20,0.1,0.3,last_write_wins,60,158.666667,1.316667,0.45,1.316667,0.45,0.0,0.0,156.733333,1167.05,0.083333,3662.766667,0.010015,8.083333
good,5,20,0.1,0.3,manual_review_all,60,158.666667,1.316667,0.45,0.0,0.0,1.316667,0.45,156.233333,1165.366667,0.083333,3655.05,0.009996,8.066667
good,5,20,0.1,0.5,cloud_preferred,60,158.666667,1.6,1.15,1.6,1.15,0.0,0.0,155.75,1157.116667,0.15,3619.483333,0.009914,9.016667
good,5,20,0.1,0.5,display_preferred,60,158.666667,1.616667,1.166667,1.616667,1.166667,0.0,0.0,157.35,1163.1,0.15,3648.016667,0.009982,9.083333
good,5,20,0.1,0.5,domain_aware,60,158.666667,1.6,1.15,0.45,0.0,1.15,1.15,155.95,1157.916667,0.15,3623.066667,0.009922,9.033333
good,5,20,0.1,0.5,last_write_wins,60,158.666667,1.6,1.15,1.6,1.15,0.0,0.0,156.416667,1159.25,0.15,3630.6,0.009942,9.033333
good,5,20,0.1,0.5,manual_review_all,60,158.666667,1.6,1.15,0.0,0.0,1.6,1.15,155.75,1157.116667,0.15,3619.483333,0.009914,9.016667
good,15,2,0.01,0.15,cloud_preferred,60,16.0,0.033333,0.0,0.033333,0.0,0.0,0.0,15.65,115.116667,0.0,1081.8,0.002988,2.866667
good,15,2,0.01,0.15,display_preferred,60,16.0,0.033333,0.0,0.033333,0.0,0.0,0.0,15.683333,115.266667,0.0,1084.05,0.002994,2.866667
good,15,2,0.01,0.15,domain_aware,60,16.0,0.033333,0.0,0.033333,0.0,0.0,0.0,15.65,115.116667,0.0,1081.8,0.002988,2.866667
good,15,2,0.01,0.15,last_write_wins,60,16.0,0.033333,0.0,0.033333,0.0,0.0,0.0,15.65,115.116667,0.0,1081.8,0.002988,2.866667
good,15,2,0.01,0.15,manual_review_all,60,16.0,0.033333,0.0,0.0,0.0,0.033333,0.0,15.65,115.116667,0.0,1081.8,0.002988,2.866667
good,15,2,0.01,0.3,cloud_preferred,60,16.0,0.066667,0.066667,0.066667,0.066667,0.0,0.0,15.516667,113.75,0.0,1033.133333,0.002843,2.933333
good,15,2,0.01,0.3,display_preferred,60,16.0,0.066667,0.066667,0.066667,0.066667,0.0,0.0,15.583333,113.916667,0.0,1035.883333,0.002849,2.933333
good,15,2,0.01,0.3,domain_aware,60,16.0,0.066667,0.066667,0.0,0.0,0.066667,0.066667,15.516667,113.75,0.0,1033.133333,0.002843,2.933333
good,15,2,0.01,0.3,last_write_wins,60,16.0,0.066667,0.066667,0.066667,0.066667,0.0,0.0,15.516667,113.75,0.0,1033.133333,0.002843,2.933333
good,15,2,0.01,0.3,manual_review_all,60,16.0,0.066667,0.066667,0.0,0.0,0.066667,0.066667,15.516667,113.75,0.0,1033.133333,0.002843,2.933333
good,15,2,0.01,0.5,cloud_preferred,60,16.0,0.05,0.016667,0.05,0.016667,0.0,0.0,15.633333,114.75,0.0,1065.783333,0.002924,3.166667
good,15,2,0.01,0.5,display_preferred,60,16.0,0.05,0.016667,0.05,0.016667,0.0,0.0,15.683333,114.966667,0.0,1068.783333,0.002931,3.166667
good,15,2,0.01,0.5,domain_aware,60,16.0,0.05,0.016667,0.033333,0.0,0.016667,0.016667,15.65,114.9,0.0,1067.783333,0.002928,3.166667
good,15,2,0.01,0.5,last_write_wins,60,16.0,0.05,0.016667,0.05,0.016667,0.0,0.0,15.666667,114.916667,0.0,1068.033333,0.00293,3.166667
good,15,2,0.01,0.5,manual_review_all,60,16.0,0.05,0.016667,0.0,0.0,0.05,0.016667,15.633333,114.75,0.0,1065.783333,0.002924,3.166667
good,15,2,0.05,0.15,cloud_preferred,60,16.0,0.033333,0.0,0.033333,0.0,0.0,0.0,15.55,114.033333,0.0,1023.266667,0.002817,3.233333
good,15,2,0.05,0.15,display_preferred,60,16.0,0.033333,0.0,0.033333,0.0,0.0,0.0,15.583333,114.15,0.0,1025.266667,0.002824,3.233333
good,15,2,0.05,0.15,domain_aware,60,16.0,0.033333,0.0,0.033333,0.0,0.0,0.0,15.55,114.033333,0.0,1023.266667,0.002817,3.233333
good,15,2,0.05,0.15,last_write_wins,60,16.0,0.033333,0.0,0.033333,0.0,0.0,0.0,15.55,114.033333,0.0,1023.266667,0.002817,3.233333
good,15,2,0.05,0.15,manual_review_all,60,16.0,0.033333,0.0,0.0,0.0,0.033333,0.0,15.55,114.033333,0.0,1023.266667,0.002817,3.233333
good,15,2,0.05,0.3,cloud_preferred,60,16.0,0.016667,0.016667,0.016667,0.016667,0.0,0.0,15.633333,114.8,0.0,1054.633333,0.002944,2.616667
good,15,2,0.05,0.3,display_preferred,60,16.0,0.016667,0.016667,0.016667,0.016667,0.0,0.0,15.65,114.8,0.0,1055.133333,0.002945,2.65
good,15,2,0.05,0.3,domain_aware,60,16.0,0.016667,0.016667,0.0,0.0,0.016667,0.016667,15.633333,114.8,0.0,1054.633333,0.002944,2.616667
good,15,2,0.05,0.3,last_write_wins,60,16.0,0.016667,0.016667,0.016667,0.016667,0.0,0.0,15.633333,114.8,0.0,1054.633333,0.002944,2.616667
good,15,2,0.05,0.3,manual_review_all,60,16.0,0.016667,0.016667,0.0,0.0,0.016667,0.016667,15.633333,114.8,0.0,1054.633333,0.002944,2.616667
good,15,2,0.05,0.5,cloud_preferred,60,16.0,0.016667,0.016667,0.016667,0.016667,0.0,0.0,15.633333,114.983333,0.0,1016.166667,0.002821,2.25
good,15,2,0.05,0.5,display_preferred,60,16.0,0.016667,0.016667,0.016667,0.016667,0.0,0.0,15.65,115.0,0.0,1016.416667,0.002822,2.25
good,15,2,0.05,0.5,domain_aware,60,16.0,0.016667,0.016667,0.0,0.0,0.016667,0.016667,15.633333,114.983333,0.0,1016.166667,0.002821,2.25
good,15,2,0.05,0.5,last_write_wins,60,16.0,0.016667,0.016667,0.016667,0.016667,0.0,0.0,15.65,115.0,0.0,1016.416667,0.002822,2.25
good,15,2,0.05,0.5,manual_review_all,60,16.0,0.016667,0.016667,0.0,0.0,0.016667,0.016667,15.633333,114.983333,0.0,1016.166667,0.002821,2.25
good,15,2,0.1,0.15,cloud_preferred,60,16.0,0.1,0.0,0.1,0.0,0.0,0.0,15.683333,115.166667,0.0,1026.283333,0.002842,3.183333
good,15,2,0.1,0.15,display_preferred,60,16.0,0.1,0.0,0.1,0.0,0.0,0.0,15.783333,115.35,0.0,1029.533333,0.002853,3.183333
good,15,2,0.1,0.15,domain_aware,60,16.0,0.1,0.0,0.1,0.0,0.0,0.0,15.683333,115.166667,0.0,1026.283333,0.002842,3.183333
good,15,2,0.1,0.15,last_write_wins,60,16.0,0.1,0.0,0.1,0.0,0.0,0.0,15.683333,115.166667,0.0,1026.283333,0.002842,3.183333
good,15,2,0.1,0.15,manual_review_all,60,16.0,0.1,0.0,0.0,0.0,0.1,0.0,15.683333,115.166667,0.0,1026.283333,0.002842,3.183333
good,15,2,0.1,0.3,cloud_preferred,60,16.0,0.066667,0.033333,0.066667,0.033333,0.0,0.0,15.55,114.866667,0.0,1074.716667,0.002923,2.45
good,15,2,0.1,0.3,display_preferred,60,16.0,0.066667,0.033333,0.066667,0.033333,0.0,0.0,15.616667,115.2,0.0,1079.716667,0.002935,2.45
good,15,2,0.1,0.3,domain_aware,60,16.0,0.066667,0.033333,0.033333,0.0,0.033333,0.033333,15.566667,114.883333,0.0,1075.216667,0.002925,2.45
good,15,2,0.1,0.3,last_write_wins,60,16.0,0.066667,0.033333,0.066667,0.033333,0.0,0.0,15.566667,114.883333,0.0,1075.216667,0.002925,2.45
good,15,2,0.1,0.3,manual_review_all,60,16.0,0.066667,0.033333,0.0,0.0,0.066667,0.033333,15.55,114.866667,0.0,1074.716667,0.002923,2.45
good,15,2,0.1,0.5,cloud_preferred,60,16.0,0.066667,0.066667,0.066667,0.066667,0.0,0.0,15.4,112.05,0.0,1043.05,0.002896,3.5
good,15,2,0.1,0.5,display_preferred,60,16.0,0.066667,0.066667,0.066667,0.066667,0.0,0.0,15.466667,112.3,0.0,1047.7,0.002906,3.5
good,15,2,0.1,0.5,domain_aware,60,16.0,0.066667,0.066667,0.0,0.0,0.066667,0.066667,15.4,112.05,0.0,1043.05,0.002896,3.5
good,15,2,0.1,0.5,last_write_wins,60,16.0,0.066667,0.066667,0.066667,0.066667,0.0,0.0,15.433333,112.15,0.0,1044.95,0.0029,3.5
good,15,2,0.1,0.5,manual_review_all,60,16.0,0.066667,0.066667,0.0,0.0,0.066667,0.066667,15.4,112.05,0.0,1043.05,0.002896,3.5
good,15,8,0.01,0.15,cloud_preferred,60,63.333333,0.7,0.05,0.7,0.05,0.0,0.0,61.283333,450.083333,0.033333,4140.233333,0.011397,10.416667
good,15,8,0.01,0.15,display_preferred,60,63.333333,0.716667,0.05,0.716667,0.05,0.0,0.0,61.983333,452.366667,0.033333,4175.416667,0.011479,10.433333
good,15,8,0.01,0.15,domain_aware,60,63.333333,0.7,0.05,0.65,0.0,0.05,0.05,61.5,450.716667,0.033333,4151.166667,0.01142,10.433333
good,15,8,0.01,0.15,last_write_wins,60,63.333333,0.7,0.05,0.7,0.05,0.0,0.0,61.5,450.716667,0.033333,4151.166667,0.01142,10.433333
good,15,8,0.01,0.15,manual_review_all,60,63.333333,0.7,0.05,0.0,0.0,0.7,0.05,61.283333,450.083333,0.033333,4140.233333,0.011397,10.416667
good,15,8,0.01,0.3,cloud_preferred,60,63.333333,0.616667,0.15,0.616667,0.15,0.0,0.0,61.233333,450.7,0.05,4141.466667,0.011341,10.283333
good,15,8,0.01,0.3,display_preferred,60,63.333333,0.616667,0.15,0.616667,0.15,0.0,0.0,61.85,453.083333,0.05,4175.0,0.011424,10.283333
good,15,8,0.01,0.3,domain_aware,60,63.333333,0.616667,0.15,0.466667,0.0,0.15,0.15,61.416667,451.433333,0.05,4149.966667,0.011365,10.283333
good,15,8,0.01,0.3,last_write_wins,60,63.333333,0.616667,0.15,0.616667,0.15,0.0,0.0,61.433333,451.45,0.05,4150.216667,0.011365,10.283333
good,15,8,0.01,0.3,manual_review_all,60,63.333333,0.616667,0.15,0.0,0.0,0.616667,0.15,61.233333,450.7,0.05,4141.466667,0.011341,10.283333
good,15,8,0.01,0.5,cloud_preferred,60,63.333333,0.8,0.45,0.8,0.45,0.0,0.0,60.983333,444.316667,0.083333,4124.983333,0.011342,12.583333
good,15,8,0.01,0.5,display_preferred,60,63.333333,0.816667,0.466667,0.816667,0.466667,0.0,0.0,61.783333,446.816667,0.083333,4159.533333,0.011429,12.633333
good,15,8,0.01,0.5,domain_aware,60,63.333333,0.8,0.45,0.35,0.0,0.45,0.45,61.016667,444.4,0.083333,4125.483333,0.011343,12.583333
good,15,8,0.01,0.5,last_write_wins,60,63.333333,0.816667,0.466667,0.816667,0.466667,0.0,0.0,61.2,444.966667,0.083333,4134.483333,0.011366,12.616667
